Part 13 Speakers:
Speaker 1: A.N. TUICOLO
Speaker 2: A.V.B.C. BAINIVALU
Speaker 3: GOVERNMENT MEMBER
Speaker 4: I. NAIVALURUA
Speaker 5: J. SAUKURU
Speaker 6: J. USAMATE
Speaker 7: K.K. LAL
Speaker 8: M.S.N. KAMIKAMICA
Speaker 9: R.R. SHARMA
Speaker 10: S. TUBUNA
Speaker 11: S.D. TURAGA
Speaker 12: V. NAUPOTO

